number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_class,params_objective,params_subsample,params_tree_method,state
40,0.96164125,0.1259626852870396,0.6005603308227054,mlogloss,0.0015994091600924861,0.03413353552505703,9,18,6,multi:softprob,0.8005423557035622,gpu_hist,COMPLETE
41,0.9593125,4.862488108746994,0.8067863722653821,mlogloss,0.17105781025706313,0.0646476700231842,5,165,6,multi:softprob,0.6584902375075044,gpu_hist,COMPLETE
42,0.9616225,0.3139602932995065,0.9652682698673821,mlogloss,0.06155522348220086,0.08259281593557115,20,203,6,multi:softprob,0.8597480779554217,gpu_hist,COMPLETE
43,0.9614625,0.7849668722544915,0.8861463516376136,mlogloss,0.024628799322399607,0.0999895557209744,20,156,6,multi:softprob,0.8597890340853888,gpu_hist,COMPLETE
44,0.96173375,1.593154620325143,0.9645301149419643,mlogloss,0.03825413486815833,0.07598993934904845,20,131,6,multi:softprob,0.9108658086536937,gpu_hist,COMPLETE
45,0.96180625,0.0020275946925316923,0.9161000616558603,mlogloss,0.5830692883481172,0.043458690177657806,17,135,6,multi:softprob,0.9659376776380331,gpu_hist,COMPLETE
46,0.9614925,0.0028440804694724745,0.44081089100198206,mlogloss,0.6130760522855181,0.039212470661077005,17,104,6,multi:softprob,0.9550956786581304,gpu_hist,COMPLETE
47,0.96186625,0.0017118871566921782,0.9073157391816552,mlogloss,1.2824073597706303,0.03145737431462082,17,87,6,multi:softprob,0.7488156002802726,gpu_hist,COMPLETE
48,0.95106625,0.0017452032393967206,0.9166524767901106,mlogloss,1.121988913064148,0.0014976924990883261,17,83,6,multi:softprob,0.7443766011264809,gpu_hist,COMPLETE
49,0.96184625,0.006215543071833973,0.8784309574354628,mlogloss,1.4235555656128118,0.029975309608450018,17,66,6,multi:softprob,0.7117031472708278,gpu_hist,COMPLETE
50,0.96193375,0.006013245412991147,0.8698326015539021,mlogloss,1.5143319830170905,0.030577004978762336,17,54,6,multi:softprob,0.7181986777668882,gpu_hist,COMPLETE
51,0.96191375,0.007468704336243512,0.8675256853947948,mlogloss,2.685771308045721,0.022847004180600983,17,52,6,multi:softprob,0.7107780071522062,gpu_hist,COMPLETE
52,0.96187375,0.005808640338054633,0.8692796348642485,mlogloss,2.8486599175768714,0.023111448183585466,17,57,6,multi:softprob,0.7022603203508138,gpu_hist,COMPLETE
53,0.9619325,0.006777644255674221,0.8693132618253779,mlogloss,2.697181449330761,0.02320484737829891,17,58,6,multi:softprob,0.7086928056436335,gpu_hist,COMPLETE
54,0.9619925,0.007609457975584565,0.8160278370924182,mlogloss,2.940277960700519,0.02257178510488173,17,30,6,multi:softprob,0.693223328692193,gpu_hist,COMPLETE
55,0.9618925,0.010137954372183823,0.823833272608218,mlogloss,2.8635722819333664,0.02126115534416013,17,53,6,multi:softprob,0.6901599386654832,gpu_hist,COMPLETE
56,0.96194125,0.010821530827129531,0.8107462539162887,mlogloss,3.77102236784429,0.021894181131522226,17,30,6,multi:softprob,0.6831033872528007,gpu_hist,COMPLETE
57,0.96187625,0.012396340662127492,0.8116266993776502,mlogloss,6.973871613205054,0.01592318435570348,17,31,6,multi:softprob,0.6259675577422811,gpu_hist,COMPLETE
58,0.96160875,0.01984586568845957,0.7468739343149677,mlogloss,5.427410324761683,0.012118061129664568,17,26,6,multi:softprob,0.6860490192404975,gpu_hist,COMPLETE
59,0.96195625,0.007992233760606407,0.7817517740293707,mlogloss,2.3794417932605634,0.020586350653541082,17,7,6,multi:softprob,0.6715658319982133,gpu_hist,COMPLETE
60,0.96172125,0.0040215488984261406,0.7748570761086753,mlogloss,2.067848866379246,0.01834314832463504,17,1,6,multi:softprob,0.5873616772755776,gpu_hist,COMPLETE
61,0.9609325,0.023502732116847086,0.8537269788430988,mlogloss,9.671040356966131,0.013323616170830943,11,14,6,multi:softprob,0.7600425816575828,gpu_hist,COMPLETE
62,0.9618625,0.008711742469239411,0.8219899008586922,mlogloss,3.319538512284025,0.02175588124469507,17,46,6,multi:softprob,0.6651605436616667,gpu_hist,COMPLETE
63,0.96203625,0.00991983988882112,0.7816844698589962,mlogloss,5.350793666348118,0.01849774244175229,17,32,6,multi:softprob,0.6975416999737191,gpu_hist,COMPLETE
64,0.9621175,0.0031471370897995124,0.7878337010712406,mlogloss,5.12531971843861,0.02611067369532252,17,30,6,multi:softprob,0.7283387153189949,gpu_hist,COMPLETE
65,0.96192875,0.003098006740450175,0.7769834343716205,mlogloss,5.162855085357866,0.027807298209196685,17,32,6,multi:softprob,0.6484821605617016,gpu_hist,COMPLETE
66,0.95801125,0.02943426554300203,0.7324439408646215,mlogloss,4.9971571320740065,0.01607033347856395,7,10,6,multi:softprob,0.7242259129031609,gpu_hist,COMPLETE
67,0.96187375,0.015211577719481584,0.7947656912015932,mlogloss,1.87379935790713,0.019698383561654847,17,41,6,multi:softprob,0.6079882815970215,gpu_hist,COMPLETE
68,0.96121875,0.004748898757065304,0.7694499846630306,mlogloss,6.993247543044325,0.009546404539982343,17,21,6,multi:softprob,0.6367844415530567,gpu_hist,COMPLETE
69,0.9561025,0.0028722632706440036,0.701816911668482,mlogloss,0.8365039674251931,0.025874574324101455,5,33,6,multi:softprob,0.672536764057238,gpu_hist,COMPLETE
70,0.9619225,0.015490543444736462,0.8448241296393798,mlogloss,2.1381675419877038,0.017929031471054152,17,8,6,multi:softprob,0.738629903439703,gpu_hist,COMPLETE
71,0.96138875,0.03169075044500631,0.7339675293621387,mlogloss,4.2045971215032925,0.013460231046804438,17,62,6,multi:softprob,0.6997637850785774,gpu_hist,COMPLETE
72,0.96179,0.00334205809258776,0.7913787815417984,mlogloss,5.4541160842375085,0.026857579838271455,17,75,6,multi:softprob,0.6505825766458885,gpu_hist,COMPLETE
73,0.96195375,0.001180803307437054,0.7606291858843766,mlogloss,1.5797664222676788,0.034313290226309384,17,28,6,multi:softprob,0.7586791168002032,gpu_hist,COMPLETE
74,0.9478725,0.005177435261691365,0.7660073318319874,mlogloss,1.6241288425854874,0.03447411546249941,3,23,6,multi:softprob,0.7639739434410675,gpu_hist,COMPLETE
75,0.961975,0.007459866303280846,0.8284633499642204,mlogloss,2.3465022154127855,0.0313384014384018,17,44,6,multi:softprob,0.7346772974102249,gpu_hist,COMPLETE
76,0.96189,0.0011108478690755239,0.8187247957122236,mlogloss,0.8742110283630625,0.03187743249633718,17,44,6,multi:softprob,0.7349263851061857,gpu_hist,COMPLETE
77,0.961995,0.009854506332610018,0.7924667102652916,mlogloss,4.108634710152548,0.03736569072364405,11,1,6,multi:softprob,0.7826334511782115,gpu_hist,COMPLETE
78,0.9620275,0.011933592631285876,0.7896184129841748,mlogloss,4.3239773637741905,0.03896500368412254,11,7,6,multi:softprob,0.7725902951037399,gpu_hist,COMPLETE
79,0.9618925,0.008322493800309333,0.724062062805291,mlogloss,6.745352831814404,0.060279012093204534,11,2,6,multi:softprob,0.7874827076227636,gpu_hist,COMPLETE
80,0.96194625,0.002216645227825684,0.7533734343615383,mlogloss,9.637518529103964,0.04063003406095279,11,8,6,multi:softprob,0.7575218403519828,gpu_hist,COMPLETE
81,0.9620025,0.0038230163532828186,0.6857911611435642,mlogloss,4.423517682846027,0.05193563714779194,11,18,6,multi:softprob,0.7735880236252053,gpu_hist,COMPLETE
82,0.96201125,0.004067144240404101,0.6842079300888142,mlogloss,4.595376496445286,0.05555797655641463,11,20,6,multi:softprob,0.8142348658776929,gpu_hist,COMPLETE
83,0.96201875,0.003559233743425513,0.6396411591439544,mlogloss,4.218344963866935,0.05527174786441982,11,15,6,multi:softprob,0.8164175857095514,gpu_hist,COMPLETE
84,0.96203375,0.0039032430102159616,0.6029273564297778,mlogloss,4.421545738640065,0.05723464719492113,11,15,6,multi:softprob,0.8069803479271223,gpu_hist,COMPLETE
85,0.9619675,0.003981372962908129,0.6237172894382238,mlogloss,4.311987899018748,0.05221868251999751,11,18,6,multi:softprob,0.8095858474045262,gpu_hist,COMPLETE
86,0.96188125,0.0023415918017107742,0.6427255984677447,mlogloss,6.306885799902297,0.05396111659885469,11,16,6,multi:softprob,0.8377538836531967,gpu_hist,COMPLETE
87,0.9620275,0.0014126804899763864,0.6062024232743313,mlogloss,8.310008949878958,0.0651431193503784,11,37,6,multi:softprob,0.7751612958172084,gpu_hist,COMPLETE
88,0.9619475,0.0012975826607224575,0.6020199499952927,mlogloss,8.679413385019242,0.06350663731219111,11,12,6,multi:softprob,0.8190215360784704,gpu_hist,COMPLETE
89,0.9619,0.0037943984830018564,0.5732203038455139,mlogloss,4.298927412194197,0.048162971640847464,11,39,6,multi:softprob,0.7924360906759299,gpu_hist,COMPLETE
90,0.9618475,0.0015013957050682746,0.6643412026952257,mlogloss,7.706911732101437,0.06640541103818881,11,23,6,multi:softprob,0.8767419364386406,gpu_hist,COMPLETE
91,0.96196125,0.0024687520613761115,0.5713734694990248,mlogloss,3.457537964035079,0.07180135018690745,11,36,6,multi:softprob,0.7731128669307279,gpu_hist,COMPLETE
92,0.9618175,0.005310638821598487,0.6401015857444853,mlogloss,3.34866124215841,0.089042568469928,11,2,6,multi:softprob,0.837500899087594,gpu_hist,COMPLETE
93,0.96196875,0.004619536743219057,0.6976243330588692,mlogloss,6.223209284171483,0.04229460331164677,11,24,6,multi:softprob,0.8058309534930468,gpu_hist,COMPLETE
94,0.96205,0.0033163059194825095,0.6801322887285366,mlogloss,4.837587205660655,0.03769039558380111,11,14,6,multi:softprob,0.7835398448117192,gpu_hist,COMPLETE
95,0.962,0.0016877019508269504,0.6786123141790288,mlogloss,4.589144699630067,0.0565673335611591,11,14,6,multi:softprob,0.7732248488316562,gpu_hist,COMPLETE
96,0.96202375,0.0016353780945244443,0.6704382744728925,mlogloss,4.791548466281143,0.05759262425220003,11,14,6,multi:softprob,0.8227998785288482,gpu_hist,COMPLETE
97,0.96189375,0.0027647978024185563,0.6096650863697557,mlogloss,5.845593980673801,0.048104778910037595,11,49,6,multi:softprob,0.8475847630335448,gpu_hist,COMPLETE
98,0.9618575,0.0014920870653706453,0.48506403295782263,mlogloss,8.10793175081972,0.08396095933710822,11,36,6,multi:softprob,0.817205075425248,gpu_hist,COMPLETE
99,0.96190625,0.00342244411567781,0.5878598368319683,mlogloss,3.598013782618804,0.06107232746501673,9,14,6,multi:softprob,0.7923330655038252,gpu_hist,COMPLETE
100,0.96203875,0.0021229130362147,0.6601484212308459,mlogloss,9.789723402004343,0.051368471196492814,11,21,6,multi:softprob,0.8274062959247925,gpu_hist,COMPLETE
101,0.96202375,0.0020287817108742786,0.6314182239311028,mlogloss,8.013539889268602,0.06887657642577469,11,26,6,multi:softprob,0.8995378605619914,gpu_hist,COMPLETE
102,0.9620575,0.002133101405478431,0.6315817877829176,mlogloss,9.826714594739963,0.06933111434611613,11,23,6,multi:softprob,0.8719197225720402,gpu_hist,COMPLETE
103,0.9619775,0.0010158228900617986,0.6651930477739559,mlogloss,9.547737372860457,0.07867582239588947,11,27,6,multi:softprob,0.9273349193963922,gpu_hist,COMPLETE
104,0.96193,0.0019403966831397417,0.6292976355960886,mlogloss,7.6750191396897804,0.06844884969355657,11,9,6,multi:softprob,0.8724931272465137,gpu_hist,COMPLETE
105,0.96095125,0.0014653068339448834,0.541165021502041,mlogloss,5.873975542026398,0.044864801492640334,7,37,6,multi:softprob,0.9027867192468728,gpu_hist,COMPLETE
106,0.96181875,0.0025402695643594983,0.6503469899138818,mlogloss,7.851896968666144,0.09030074955023336,11,25,6,multi:softprob,0.8770870012766886,gpu_hist,COMPLETE
107,0.9620975,0.002063404533461046,0.5755705239268514,mlogloss,6.781630290543998,0.059534117126813065,11,6,6,multi:softprob,0.8490884731374361,gpu_hist,COMPLETE
108,0.96142125,0.001982633083439825,0.5868835966247694,mlogloss,9.761149100412421,0.07185101900665086,11,247,6,multi:softprob,0.8900874899386422,gpu_hist,COMPLETE
109,0.95761125,0.0019089271926604893,0.5063555767616237,mlogloss,6.758333469853304,0.039913219651353214,5,7,6,multi:softprob,0.8596413048877013,gpu_hist,COMPLETE
110,0.96191375,0.0013939117055579437,0.5640013605982865,mlogloss,5.450112850577943,0.048092038144569985,11,32,6,multi:softprob,0.8283866995557828,gpu_hist,COMPLETE
111,0.95529875,0.0012221011720829583,0.6252438116600113,mlogloss,7.891954267662955,0.004639663885510564,15,46,6,multi:softprob,0.927864317228286,gpu_hist,COMPLETE
112,0.96191875,0.002381158843077716,0.5921448831207603,mlogloss,5.483327068835948,0.06129403006878956,11,14,6,multi:softprob,0.8427411276335492,gpu_hist,COMPLETE
113,0.96193375,0.0031407396539034588,0.6346738164671707,mlogloss,9.951381934378109,0.06681365789798487,11,24,6,multi:softprob,0.8510221631025798,gpu_hist,COMPLETE
114,0.9617525,0.00304722634838881,0.6153736958693412,mlogloss,3.1321971396541284,0.0806068471124232,11,6,6,multi:softprob,0.8311052763454676,gpu_hist,COMPLETE
115,0.96203125,0.0017298325400736218,0.6518116757945442,mlogloss,7.102343065964047,0.057269621235244116,11,18,6,multi:softprob,0.8024255601691348,gpu_hist,COMPLETE
116,0.94776375,0.0017062520136613415,0.6575129938799344,mlogloss,6.490444121356832,0.03749135254476601,3,299,6,multi:softprob,0.8000073171658332,gpu_hist,COMPLETE
117,0.96186,0.002103864883293278,0.6691381663205149,mlogloss,8.265892862757783,0.09478485928152379,11,31,6,multi:softprob,0.865179095761073,gpu_hist,COMPLETE
118,0.96194875,0.002658353598469036,0.703307150846793,mlogloss,4.933192753121007,0.07311516350182785,9,22,6,multi:softprob,0.749024052826495,gpu_hist,COMPLETE
119,0.96191125,0.059985361426945445,0.5397458587500306,mlogloss,2.61311278747263,0.04399865697204429,11,37,6,multi:softprob,0.9164976709507885,gpu_hist,COMPLETE
120,0.96175875,0.0013430329726500081,0.35161451426645673,mlogloss,6.946917177272677,0.058815833007635,11,10,6,multi:softprob,0.7964127590231178,gpu_hist,COMPLETE
121,0.9612475,0.0016785680546115413,0.5550933570575335,mlogloss,3.7014097534050117,0.05161075963860364,7,42,6,multi:softprob,0.8252479781955628,gpu_hist,COMPLETE
122,0.96207,0.0021855455026724498,0.6094435059346365,mlogloss,5.290649335221773,0.054656143521721545,11,19,6,multi:softprob,0.805390146515913,gpu_hist,COMPLETE
123,0.9619375,0.002266617359958385,0.6071692770158716,mlogloss,5.752856486859261,0.0653147171415667,11,18,6,multi:softprob,0.8946097561150133,gpu_hist,COMPLETE
124,0.96191875,0.0010166739029686162,0.6518110973112159,mlogloss,4.88156399999621,0.049081231578898835,11,2,6,multi:softprob,0.7832732978728696,gpu_hist,COMPLETE
125,0.9618675,0.004543670278921466,0.5793451627501395,mlogloss,8.34202814921924,0.05838420127176455,11,31,6,multi:softprob,0.7514861844416787,gpu_hist,COMPLETE
126,0.96194625,0.0017154072159594538,0.6206928460582971,mlogloss,6.352916171379428,0.0410949026014686,11,20,6,multi:softprob,0.8077261235432514,gpu_hist,COMPLETE
127,0.96178375,0.0021212635568942364,0.6028376468560229,mlogloss,7.193863617936227,0.0821213612881216,11,10,6,multi:softprob,0.76812183624347,gpu_hist,COMPLETE
128,0.9230325,0.001236629101467018,0.5308216672945402,mlogloss,3.7685781747509437,0.0010040381173868239,11,27,6,multi:softprob,0.8804724684986346,gpu_hist,COMPLETE
129,0.95877875,0.0028388238638085385,0.6425728520584897,mlogloss,9.873202454588306,0.045821457548776076,5,6,6,multi:softprob,0.8516547165489876,gpu_hist,COMPLETE
130,0.96200875,0.006348084693846356,0.709313472928593,mlogloss,5.2806980553820715,0.0519819117451769,11,20,6,multi:softprob,0.8380330331666299,gpu_hist,COMPLETE
131,0.934055,0.002583091986319149,0.5617727624107232,mlogloss,4.7165737981495175,0.0018025797404823917,15,28,6,multi:softprob,0.7261691441661657,gpu_hist,COMPLETE
132,0.961995,0.0035678664706468525,0.6355959075741542,mlogloss,3.12375857821404,0.05632774544299359,11,15,6,multi:softprob,0.8130003050141212,gpu_hist,COMPLETE
133,0.961975,0.003468336234570957,0.5917551564895303,mlogloss,3.861535990215761,0.0633325468724178,11,13,6,multi:softprob,0.8208792131071113,gpu_hist,COMPLETE
134,0.9618625,0.005017366754201592,0.6718662400045072,mlogloss,6.272720807193677,0.0718555043903161,11,40,6,multi:softprob,0.7990978928044205,gpu_hist,COMPLETE
135,0.9618775,0.0970679058682298,0.6185715562037142,mlogloss,8.140969899709955,0.03522333543576154,11,16,6,multi:softprob,0.7867338211019077,gpu_hist,COMPLETE
136,0.96176125,0.0015464616822979738,0.7364663636255125,mlogloss,1.9831938157385847,0.02534841266769671,11,2,6,multi:softprob,0.7777456066456432,gpu_hist,COMPLETE
137,0.9520725,0.0021173228894407255,0.6907602304981638,mlogloss,4.172481304884733,0.056185505427483774,3,26,6,multi:softprob,0.8663551891804957,gpu_hist,COMPLETE
138,0.96196125,0.0031433954462357023,0.6533688814359883,mlogloss,0.3476980844847041,0.05245047257488991,11,50,6,multi:softprob,0.8279303030198996,gpu_hist,COMPLETE
139,0.96187125,0.004411939462522438,0.6118085497991399,mlogloss,0.07971730407204808,0.04296284764381529,11,34,6,multi:softprob,0.8471994546454674,gpu_hist,COMPLETE
140,0.96191875,0.0013806729916005429,0.7187507988037949,mlogloss,2.4281382396219398,0.07468959130343321,9,21,6,multi:softprob,0.805141652556646,gpu_hist,COMPLETE
141,0.96181,0.0019045383398863882,0.6308923857827345,mlogloss,6.9482386439367625,0.06705974252176986,11,12,6,multi:softprob,0.7628868493340211,gpu_hist,COMPLETE
142,0.961945,0.0036618682535160207,0.6723528778658001,mlogloss,4.814454223425392,0.05789520991827626,11,17,6,multi:softprob,0.8233548096809318,gpu_hist,COMPLETE
143,0.96194875,0.0026151262904002817,0.6892891106366534,mlogloss,5.614693138466995,0.04673635441032387,11,22,6,multi:softprob,0.8146065437485541,gpu_hist,COMPLETE
144,0.96194125,0.003874073558246565,0.6794627210281572,mlogloss,2.9858801676256186,0.06323843114390039,11,7,6,multi:softprob,0.7899800636720857,gpu_hist,COMPLETE
145,0.96188,0.0058709410652595115,0.6406605972424959,mlogloss,4.3613815262958,0.054112783275859944,11,29,6,multi:softprob,0.8146752558918838,gpu_hist,COMPLETE
146,0.9619825,0.012706530858296977,0.657388102842587,mlogloss,7.581619667225073,0.03836362782277741,11,13,6,multi:softprob,0.8389689455691492,gpu_hist,COMPLETE
147,0.96175875,0.0023102663971990684,0.5801395473739195,mlogloss,5.970320242097256,0.07729071324909637,13,34,6,multi:softprob,0.8005455483926217,gpu_hist,COMPLETE
148,0.96193,0.0018092001517970302,0.5963464239063918,mlogloss,8.662241603835458,0.04871975321621301,11,21,6,multi:softprob,0.7390844536148519,gpu_hist,COMPLETE
149,0.95986625,0.0029780992422505257,0.6479951523953695,mlogloss,4.781215520885188,0.007612078958480718,20,41,6,multi:softprob,0.8846983268825607,gpu_hist,COMPLETE
150,0.96184125,0.004316193105255413,0.6268163842915957,mlogloss,3.5296310594680924,0.08624313298725318,11,1,6,multi:softprob,0.8557291537363599,gpu_hist,COMPLETE
151,0.9615925,0.04112155114877198,0.6092250963110329,mlogloss,9.96333864709673,0.06243180648889204,7,8,6,multi:softprob,0.8295204296665107,gpu_hist,COMPLETE
152,0.96194,0.006227140742451877,0.708858056146048,mlogloss,5.277435232178904,0.054654750025689355,11,19,6,multi:softprob,0.8445011843591939,gpu_hist,COMPLETE
153,0.96197625,0.00505278153124276,0.6772595738695528,mlogloss,6.069637825723225,0.05101127985923153,11,26,6,multi:softprob,0.7799228263630024,gpu_hist,COMPLETE
154,0.96198125,0.008995145685336312,0.7031576606477931,mlogloss,4.158967120168487,0.068271264570029,11,18,6,multi:softprob,0.9041781639133266,gpu_hist,COMPLETE
155,0.96191625,0.00601276511105111,0.6594790912622687,mlogloss,6.907239910565974,0.05936916323879073,11,35,6,multi:softprob,0.8099563288560642,gpu_hist,COMPLETE
156,0.9619125,0.015511243589335392,0.7249616670744771,mlogloss,4.936921638921402,0.042594429473112795,11,9,6,multi:softprob,0.795557197742392,gpu_hist,COMPLETE
157,0.96188875,0.006768910499168435,0.7949135112805833,mlogloss,8.042525809636427,0.053060577654249305,11,26,6,multi:softprob,0.8333089109471008,gpu_hist,COMPLETE
158,0.96205625,0.0024859269390715,0.6921701598247776,mlogloss,3.3053608720815695,0.046437597127228294,11,20,6,multi:softprob,0.842573357762028,gpu_hist,COMPLETE
159,0.957315,0.002391633883588748,0.6860369689246448,mlogloss,3.1665607083888334,0.031468507202225375,5,13,6,multi:softprob,0.8634618878810361,gpu_hist,COMPLETE
160,0.96201875,0.0014776800760610133,0.6376124368241362,mlogloss,2.5466474166526907,0.03612467593803181,11,22,6,multi:softprob,0.7585741791766152,gpu_hist,COMPLETE
